state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute,cluster,prob
UT,83,area_code_408,1,0,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0,73.16,620.6,323,0.11788591685465677,1,0.0011292095
LA,121,area_code_408,0,0,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0,58.989999999999995,570.0,328,0.10349122807017543,1,0.00034021246
RI,145,area_code_408,0,1,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0,73.5,717.8,284,0.10239621064363333,0,0.00032169162
IA,113,area_code_408,0,0,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0,62.38,598.1,298,0.10429694031098478,1,0.0028876623
NE,117,area_code_415,0,0,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0,51.239999999999995,618.6,323,0.08283220174587777,2,1.2498859e-05
OH,65,area_code_408,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0,57.60000000000001,580.3,326,0.0992590039634672,1,2.3126438e-05
RI,56,area_code_415,0,0,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0,67.72000000000001,621.9,384,0.10889210484000646,1,0.00016740833
OK,96,area_code_415,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,71.92,687.4,257,0.10462612743671808,1,8.304066e-05
LA,151,area_code_408,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,69.83,746.5,359,0.09354320160750167,1,0.00033268766
OH,83,area_code_415,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,87.89,734.4999999999999,357,0.11965963240299525,3,0.99945015
VA,139,area_code_510,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,63.150000000000006,677.5,339,0.09321033210332104,0,0.00021455606
MO,6,area_code_510,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,63.82,629.1,271,0.10144651088857097,1,0.00075062574
FL,115,area_code_510,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,49.760000000000005,499.90000000000003,372,0.09953990798159633,0,0.0020454174
SC,87,area_code_415,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,45.92,453.1,311,0.10134628117413375,2,0.00023847782
VA,141,area_code_415,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,72.08999999999999,724.1,330,0.09955807208949038,1,6.394429e-05
IA,141,area_code_510,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,65.57,668.9,328,0.0980266108536403,0,0.0066998634
MI,62,area_code_415,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,42.26,483.09999999999997,309,0.08747671289588077,2,2.1787198e-05
OK,146,area_code_415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,56.87,528.1999999999999,335,0.10766755017039001,1,0.0008198853
DE,92,area_code_415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,73.05999999999999,697.6999999999999,292,0.1047154937652286,0,0.00012128649
GA,185,area_code_510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,60.10000000000001,625.4000000000001,389,0.09609849696194435,0,0.00093467487
DC,148,area_code_415,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,69.71000000000001,717.4,324,0.0971703373292445,1,0.0010301969
AZ,94,area_code_408,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,53.580000000000005,482.09999999999997,318,0.11113876789047918,0,0.0007353857
AL,32,area_code_510,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,63.81,578.5999999999999,232,0.11028344279294852,1,0.0009054228
CO,68,area_code_408,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,67.25,571.2,292,0.117734593837535,1,0.00015906517
NH,64,area_code_408,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,55.650000000000006,527.1,282,0.10557768924302789,0,0.00044171227
NM,25,area_code_415,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,53.2,610.2,281,0.08718452966240577,2,0.00032962594
OR,65,area_code_415,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,47.09,492.20000000000005,333,0.09567249085737504,2,0.00016592564
LA,179,area_code_408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,62.61999999999999,619.4,326,0.10109783661608007,1,0.00072003994
NE,94,area_code_415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,68.0,603.6,344,0.1126573889993373,1,0.00080582866
MN,62,area_code_415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,53.26,544.9000000000001,316,0.09774270508350154,2,0.00042573886
MI,127,area_code_415,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,65.75,638.2,307,0.10302413036665621,1,0.0003460368
AR,116,area_code_408,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,59.73,591.8000000000001,294,0.10092936802973976,1,6.5208806e-05
KS,70,area_code_408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,73.36,725.5999999999999,349,0.10110253583241456,1,0.0038450798
WV,94,area_code_510,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,67.00999999999999,703.3,373,0.09527939712782596,0,0.0025395306
AK,126,area_code_415,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,31.05,345.59999999999997,309,0.08984375000000001,3,0.9993812
NY,67,area_code_408,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,50.169999999999995,533.0999999999999,322,0.09410992309135248,0,0.0005177033
NH,19,area_code_408,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,66.83000000000001,669.0,291,0.09989536621823619,1,0.0023329365
VA,170,area_code_510,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,73.32999999999998,647.6999999999999,317,0.11321599505944109,1,0.00022394014
NM,73,area_code_415,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,73.02,734.8,386,0.09937397931409908,1,0.010356582
NY,106,area_code_408,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,44.13,431.7,321,0.10222376650451703,2,0.00017624818
AZ,93,area_code_415,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,72.09,589.1999999999999,305,0.12235234215885948,1,3.6592573e-05
WY,164,area_code_510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,52.02,519.9,353,0.10005770340450088,2,5.788606e-05
WA,51,area_code_408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,68.3,660.1,315,0.10346917133767611,1,0.00018014855
CO,107,area_code_415,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,45.54,435.4,298,0.10459347726228756,2,6.538197e-05
TX,130,area_code_415,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,51.06,515.1,285,0.09912638322655795,2,0.0048215124
KY,80,area_code_408,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,64.00999999999999,622.0,276,0.10290996784565914,1,0.00013083665
MT,94,area_code_415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,51.019999999999996,504.09999999999997,339,0.10121007736560206,2,0.0011373525
OK,118,area_code_408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,71.30999999999999,584.7,256,0.12195997947665467,0,3.174931e-05
MD,117,area_code_415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,58.690000000000005,562.4,271,0.10435633001422476,0,6.741748e-06
TN,78,area_code_415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,55.32999999999999,603.1,368,0.09174266290830706,2,0.00033178116
TX,208,area_code_510,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,81.57000000000001,695.2,290,0.1173331415420023,3,0.9994708
ME,131,area_code_510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,81.97999999999999,761.6999999999999,336,0.10762767493763949,3,0.9965288
DC,63,area_code_408,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,43.73,518.7,262,0.0843069211490264,2,0.00015939631
MN,53,area_code_415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,58.3,629.2,386,0.09265734265734264,0,0.00015922314
DE,62,area_code_408,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,72.94,766.7,328,0.09513499413068996,1,0.0046941955
MD,97,area_code_415,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,65.25,648.9,301,0.10055478502080444,1,4.6742307e-06
MI,105,area_code_510,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,50.68,543.0,248,0.09333333333333334,2,0.00018396428
WA,157,area_code_415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,59.300000000000004,617.6999999999999,283,0.09600129512708436,1,0.0004129219
MO,66,area_code_415,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,47.81,519.0,273,0.0921194605009634,0,0.00048073995
IN,122,area_code_415,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,60.370000000000005,521.2,264,0.11582885648503453,1,0.0042166393
OR,38,area_code_415,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,61.89,615.2,287,0.10060143042912874,1,1.6045551e-05
MD,106,area_code_510,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,64.26,638.1000000000001,297,0.1007052186177715,1,1.8898096e-05
RI,99,area_code_510,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,72.33,705.8,300,0.10247945593652594,1,0.0009351987
LA,99,area_code_415,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,65.82,596.5,290,0.1103436714165968,1,5.624737e-05
AZ,144,area_code_510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,67.6,657.3000000000001,308,0.1028449718545565,1,0.0002561097
PA,82,area_code_415,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,55.559999999999995,532.8000000000001,309,0.10427927927927925,0,1.0310288e-05
AZ,86,area_code_408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,52.49999999999999,539.7,385,0.09727626459143966,0,0.0009201987
FL,70,area_code_510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,65.97,545.6,312,0.12091275659824047,3,0.99603856
LA,93,area_code_415,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,58.9,594.5999999999999,331,0.09905819038008747,1,2.3632467e-05
FL,93,area_code_415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,52.279999999999994,521.2,288,0.1003069838833461,2,0.0036912956
FL,120,area_code_415,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,62.87,674.3,263,0.09323743141035148,1,4.806618e-06
MD,136,area_code_415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,75.54,681.3,356,0.11087626596213124,3,0.9981427
AL,106,area_code_415,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,57.68,528.9,338,0.10905653242578937,1,0.00045054464
WA,81,area_code_415,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,57.02,560.6,322,0.10171245094541563,1,1.5743572e-06
TN,127,area_code_408,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0,56.81999999999999,595.6,292,0.09539959704499662,0,7.1607166e-05
MS,65,area_code_415,0,0,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0,57.44,633.6,315,0.09065656565656564,2,6.57147e-05
ME,35,area_code_408,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,0,56.21,574.6999999999999,347,0.09780755176613887,2,0.00021223818
OK,88,area_code_408,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0,39.769999999999996,483.40000000000003,289,0.08227141083988414,2,0.00021173933
IN,65,area_code_415,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,0,68.19000000000001,700.7,333,0.09731696874554019,1,0.01144196
MO,123,area_code_415,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0,68.02,680.8000000000001,304,0.09991186839012925,1,6.5064264e-06
IA,126,area_code_408,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0,53.8,461.9,305,0.11647542758172764,0,0.002540253
VA,104,area_code_415,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0,76.12,650.9,337,0.11694576739898603,0,0.0011049728
KY,45,area_code_415,0,1,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,0,70.6,684.9999999999999,287,0.10306569343065694,0,3.8480093e-06
MD,93,area_code_408,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,1,76.66999999999999,669.5,285,0.11451829723674382,3,0.99996436
OH,63,area_code_415,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0,70.45,698.9,320,0.10080125912147661,0,8.681556e-05
OK,100,area_code_415,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0,64.77000000000001,614.5,349,0.10540276647681043,1,0.00013072704
NV,53,area_code_415,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,57.309999999999995,554.3000000000001,299,0.10339166516326896,1,5.8445257e-06
ID,92,area_code_415,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0,62.78,655.5999999999999,368,0.09575960951799879,1,0.0016374236
MN,139,area_code_510,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1,52.27,549.5000000000001,336,0.09512283894449498,3,0.9999355
SD,110,area_code_408,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0,57.54,565.3,340,0.1017866619494074,0,0.0012834033
IL,110,area_code_408,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0,41.04,477.3,326,0.08598365807668133,2,3.3783715e-05
WY,215,area_code_510,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0,37.58,441.8,358,0.08506111362607514,2,3.1885364e-05
AL,73,area_code_415,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0,55.83,509.99999999999994,296,0.10947058823529413,1,0.00012710072
NJ,138,area_code_510,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,57.209999999999994,516.7,298,0.11072188891039286,1,8.625253e-06
NV,137,area_code_415,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1,47.73,504.59999999999997,282,0.094589774078478,3,0.99714214
IN,36,area_code_415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0,73.25999999999999,720.0,334,0.10175,1,0.003212724
WV,85,area_code_408,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0,63.95,603.3000000000001,259,0.10600033151002818,1,0.0005661276
VA,108,area_code_408,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1,75.02000000000001,830.6,237,0.09032025042138214,3,0.992652
SC,22,area_code_408,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,44.57,488.6,301,0.09121981170691772,2,1.5799187e-05
RI,107,area_code_415,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0,33.67,435.1,291,0.07738450930820501,2,0.0001340818
IN,51,area_code_510,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,64.74000000000001,658.1,223,0.0983741072785291,1,0.0011878065
AZ,94,area_code_408,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0,61.66,639.3000000000001,286,0.09644924135773501,1,0.00043426172
NM,119,area_code_510,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0,63.28,672.1999999999999,369,0.09413864921154419,0,0.00022612457
OR,33,area_code_415,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1,53.09,568.4,273,0.09340253342716398,3,0.9989159
NJ,106,area_code_415,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0,62.480000000000004,586.1,354,0.10660296877665927,1,0.002033971
MS,82,area_code_408,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0,65.21,621.4,292,0.10494045703250723,1,2.8032428e-06
MI,86,area_code_510,0,1,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0,53.01,595.4,296,0.08903258313738663,0,2.3250539e-05
TX,97,area_code_415,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,58.599999999999994,605.9,283,0.09671562964185508,1,0.004743761
FL,106,area_code_408,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0,58.199999999999996,569.6,317,0.10217696629213482,0,0.005033307
DC,108,area_code_510,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0,51.28,552.3,335,0.09284808980626472,2,6.390113e-05
TX,114,area_code_415,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0,48.260000000000005,542.5,308,0.08895852534562212,2,0.00080174126
KS,92,area_code_408,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1,38.78,475.29999999999995,320,0.08159057437407954,3,0.9953055
UT,59,area_code_510,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0,56.349999999999994,568.6,287,0.09910306014773125,2,8.650427e-06
MN,24,area_code_510,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0,58.03,612.1000000000001,280,0.09480477046234273,0,0.00056047406
IL,151,area_code_408,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0,49.269999999999996,516.9,263,0.09531824337396014,2,0.00047396272
NM,117,area_code_415,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0,53.76,551.3,311,0.09751496462905859,2,0.000745675
SC,78,area_code_510,0,0,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0,61.64,643.0,321,0.09586314152410576,1,0.00014437367
NC,155,area_code_408,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0,69.97999999999999,611.8,261,0.1143837855508336,1,0.00014999836
WV,114,area_code_510,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0,73.35,769.1999999999999,260,0.09535881435257411,0,9.950408e-06
RI,114,area_code_510,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0,67.52999999999999,659.6,324,0.10238023044269252,0,0.00041566114
NH,119,area_code_408,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0,53.53,586.2,274,0.09131695667007847,2,0.0016459674
MO,64,area_code_510,0,1,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0,35.480000000000004,382.5,298,0.09275816993464053,0,6.368341e-05
MA,118,area_code_408,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0,53.1,530.1,323,0.100169779286927,2,0.0014614468
PA,101,area_code_415,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,69.42999999999999,696.0,325,0.09975574712643677,1,5.3732438e-05
OK,117,area_code_415,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0,49.32,523.3000000000001,312,0.09424804127651441,2,0.00034976855
AL,49,area_code_415,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,0,67.88,663.8,301,0.1022597167821633,0,1.8690226e-06
WY,139,area_code_415,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0,65.35000000000001,643.4000000000001,307,0.10156978551445446,1,3.0042269e-05
PA,92,area_code_408,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0,55.71,595.0999999999999,287,0.09361451856830787,0,8.285327e-05
WA,83,area_code_415,0,0,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0,65.5,585.5,314,0.11187019641332195,1,1.2227002e-05
HI,148,area_code_510,1,0,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0,67.04,641.3000000000001,276,0.10453765788242632,1,0.0008130966
SD,144,area_code_408,0,1,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1,54.160000000000004,533.9000000000001,273,0.1014422176437535,3,0.9861144
AL,131,area_code_415,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0,66.33999999999999,683.6999999999999,257,0.09703086148895713,0,0.00035441134
VT,146,area_code_510,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0,66.23,656.7,348,0.10085274859144205,1,0.00025920765
MT,143,area_code_415,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0,56.059999999999995,547.5,330,0.10239269406392693,1,0.00025389675
MN,81,area_code_415,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0,63.17,613.0,280,0.10305057096247962,1,0.0043582874
AK,48,area_code_415,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0,59.35,527.9000000000001,281,0.11242659594620191,0,6.7418245e-05
MI,86,area_code_415,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0,75.42000000000002,759.3,282,0.0993283287238246,0,0.0009040927
DE,71,area_code_415,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0,63.540000000000006,667.5,281,0.09519101123595507,1,0.002180021
SD,145,area_code_408,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0,55.559999999999995,590.9,305,0.09402606193941444,0,0.0011815144
MI,137,area_code_510,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0,57.10000000000001,537.6999999999999,315,0.1061930444485773,1,0.00034323538
KS,137,area_code_408,0,0,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0,69.76,719.6,264,0.09694274596998333,1,0.00045841228
AL,167,area_code_510,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,61.83,609.3000000000001,254,0.10147710487444607,1,3.3817818e-05
OK,89,area_code_510,0,0,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1,89.31,882.1999999999999,302,0.10123554749489913,3,0.9989316
CT,199,area_code_415,0,1,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0,73.48,757.3,316,0.0970289185263436,0,4.628695e-05
NE,132,area_code_510,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,36.14,363.4,317,0.09944964226747387,2,9.2998336e-05
WI,94,area_code_510,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0,54.79,523.6999999999999,337,0.10462096620202407,1,3.6281723e-05
CT,96,area_code_415,0,1,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1,52.07,519.1999999999999,305,0.100288906009245,3,0.9990452
WI,96,area_code_510,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0,55.03,575.4,273,0.09563781717066389,0,0.0013258896
IN,166,area_code_510,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0,62.33,610.4000000000001,382,0.10211336828309303,1,0.0028045012
