state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
OK,146,area_code_415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,56.87,528.1999999999999,335,0.10766755017039001
DE,92,area_code_415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,73.05999999999999,697.6999999999999,292,0.1047154937652286
GA,185,area_code_510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,60.10000000000001,625.4000000000001,389,0.09609849696194435
DC,148,area_code_415,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,69.71000000000001,717.4,324,0.0971703373292445
AZ,94,area_code_408,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,53.580000000000005,482.09999999999997,318,0.11113876789047918
AL,32,area_code_510,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,63.81,578.5999999999999,232,0.11028344279294852
CO,68,area_code_408,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,67.25,571.2,292,0.117734593837535
NH,64,area_code_408,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,55.650000000000006,527.1,282,0.10557768924302789
NM,25,area_code_415,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,53.2,610.2,281,0.08718452966240577
OR,65,area_code_415,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,47.09,492.20000000000005,333,0.09567249085737504
LA,179,area_code_408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,62.61999999999999,619.4,326,0.10109783661608007
NE,94,area_code_415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,68.0,603.6,344,0.1126573889993373
MN,62,area_code_415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,53.26,544.9000000000001,316,0.09774270508350154
MI,127,area_code_415,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,65.75,638.2,307,0.10302413036665621
AR,116,area_code_408,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,59.73,591.8000000000001,294,0.10092936802973976
KS,70,area_code_408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,73.36,725.5999999999999,349,0.10110253583241456
WV,94,area_code_510,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,67.00999999999999,703.3,373,0.09527939712782596
AK,126,area_code_415,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,31.05,345.59999999999997,309,0.08984375000000001
NY,67,area_code_408,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,50.169999999999995,533.0999999999999,322,0.09410992309135248
NH,19,area_code_408,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,66.83000000000001,669.0,291,0.09989536621823619
VA,170,area_code_510,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,73.32999999999998,647.6999999999999,317,0.11321599505944109
NM,73,area_code_415,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,73.02,734.8,386,0.09937397931409908
NY,106,area_code_408,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,44.13,431.7,321,0.10222376650451703
AZ,93,area_code_415,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,72.09,589.1999999999999,305,0.12235234215885948
WY,164,area_code_510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,52.02,519.9,353,0.10005770340450088
WA,51,area_code_408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,68.3,660.1,315,0.10346917133767611
CO,107,area_code_415,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,45.54,435.4,298,0.10459347726228756
TX,130,area_code_415,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,51.06,515.1,285,0.09912638322655795
KY,80,area_code_408,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,64.00999999999999,622.0,276,0.10290996784565914
MT,94,area_code_415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,51.019999999999996,504.09999999999997,339,0.10121007736560206
OK,118,area_code_408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,71.30999999999999,584.7,256,0.12195997947665467
MD,117,area_code_415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,58.690000000000005,562.4,271,0.10435633001422476
TN,78,area_code_415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,55.32999999999999,603.1,368,0.09174266290830706
TX,208,area_code_510,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,81.57000000000001,695.2,290,0.1173331415420023
ME,131,area_code_510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,81.97999999999999,761.6999999999999,336,0.10762767493763949
DC,63,area_code_408,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,43.73,518.7,262,0.0843069211490264
MN,53,area_code_415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,58.3,629.2,386,0.09265734265734264
DE,62,area_code_408,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,72.94,766.7,328,0.09513499413068996
MD,97,area_code_415,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,65.25,648.9,301,0.10055478502080444
MI,105,area_code_510,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,50.68,543.0,248,0.09333333333333334
WA,157,area_code_415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,59.300000000000004,617.6999999999999,283,0.09600129512708436
MO,66,area_code_415,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,47.81,519.0,273,0.0921194605009634
IN,122,area_code_415,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,60.370000000000005,521.2,264,0.11582885648503453
OR,38,area_code_415,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,61.89,615.2,287,0.10060143042912874
MD,106,area_code_510,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,64.26,638.1000000000001,297,0.1007052186177715
RI,99,area_code_510,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,72.33,705.8,300,0.10247945593652594
LA,99,area_code_415,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,65.82,596.5,290,0.1103436714165968
AZ,144,area_code_510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,67.6,657.3000000000001,308,0.1028449718545565
PA,82,area_code_415,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,55.559999999999995,532.8000000000001,309,0.10427927927927925
AZ,86,area_code_408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,52.49999999999999,539.7,385,0.09727626459143966
FL,70,area_code_510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,65.97,545.6,312,0.12091275659824047
LA,93,area_code_415,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,58.9,594.5999999999999,331,0.09905819038008747
FL,93,area_code_415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,52.279999999999994,521.2,288,0.1003069838833461
FL,120,area_code_415,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,62.87,674.3,263,0.09323743141035148
MD,136,area_code_415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,75.54,681.3,356,0.11087626596213124
AL,106,area_code_415,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,57.68,528.9,338,0.10905653242578937
WA,81,area_code_415,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,57.02,560.6,322,0.10171245094541563
TN,127,area_code_408,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0,56.81999999999999,595.6,292,0.09539959704499662
MS,65,area_code_415,0,0,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0,57.44,633.6,315,0.09065656565656564
ME,35,area_code_408,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,0,56.21,574.6999999999999,347,0.09780755176613887
OK,88,area_code_408,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0,39.769999999999996,483.40000000000003,289,0.08227141083988414
IN,65,area_code_415,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,0,68.19000000000001,700.7,333,0.09731696874554019
MO,123,area_code_415,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0,68.02,680.8000000000001,304,0.09991186839012925
IA,126,area_code_408,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0,53.8,461.9,305,0.11647542758172764
VA,104,area_code_415,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0,76.12,650.9,337,0.11694576739898603
KY,45,area_code_415,0,1,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,0,70.6,684.9999999999999,287,0.10306569343065694
MD,93,area_code_408,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,1,76.66999999999999,669.5,285,0.11451829723674382
OH,63,area_code_415,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0,70.45,698.9,320,0.10080125912147661
OK,100,area_code_415,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0,64.77000000000001,614.5,349,0.10540276647681043
NV,53,area_code_415,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,57.309999999999995,554.3000000000001,299,0.10339166516326896
ID,92,area_code_415,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0,62.78,655.5999999999999,368,0.09575960951799879
MN,139,area_code_510,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1,52.27,549.5000000000001,336,0.09512283894449498
SD,110,area_code_408,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0,57.54,565.3,340,0.1017866619494074
IL,110,area_code_408,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0,41.04,477.3,326,0.08598365807668133
WY,215,area_code_510,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0,37.58,441.8,358,0.08506111362607514
AL,73,area_code_415,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0,55.83,509.99999999999994,296,0.10947058823529413
NJ,138,area_code_510,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,57.209999999999994,516.7,298,0.11072188891039286
NV,137,area_code_415,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1,47.73,504.59999999999997,282,0.094589774078478
IN,36,area_code_415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0,73.25999999999999,720.0,334,0.10175
WV,85,area_code_408,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0,63.95,603.3000000000001,259,0.10600033151002818
VA,108,area_code_408,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1,75.02000000000001,830.6,237,0.09032025042138214
SC,22,area_code_408,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,44.57,488.6,301,0.09121981170691772
RI,107,area_code_415,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0,33.67,435.1,291,0.07738450930820501
IN,51,area_code_510,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,64.74000000000001,658.1,223,0.0983741072785291
AZ,94,area_code_408,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0,61.66,639.3000000000001,286,0.09644924135773501
NM,119,area_code_510,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0,63.28,672.1999999999999,369,0.09413864921154419
OR,33,area_code_415,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1,53.09,568.4,273,0.09340253342716398
NJ,106,area_code_415,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0,62.480000000000004,586.1,354,0.10660296877665927
MS,82,area_code_408,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0,65.21,621.4,292,0.10494045703250723
MI,86,area_code_510,0,1,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0,53.01,595.4,296,0.08903258313738663
TX,97,area_code_415,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,58.599999999999994,605.9,283,0.09671562964185508
FL,106,area_code_408,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0,58.199999999999996,569.6,317,0.10217696629213482
DC,108,area_code_510,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0,51.28,552.3,335,0.09284808980626472
TX,114,area_code_415,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0,48.260000000000005,542.5,308,0.08895852534562212
KS,92,area_code_408,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1,38.78,475.29999999999995,320,0.08159057437407954
UT,59,area_code_510,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0,56.349999999999994,568.6,287,0.09910306014773125
MN,24,area_code_510,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0,58.03,612.1000000000001,280,0.09480477046234273
IL,151,area_code_408,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0,49.269999999999996,516.9,263,0.09531824337396014
NM,117,area_code_415,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0,53.76,551.3,311,0.09751496462905859
SC,78,area_code_510,0,0,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0,61.64,643.0,321,0.09586314152410576
NC,155,area_code_408,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0,69.97999999999999,611.8,261,0.1143837855508336
WV,114,area_code_510,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0,73.35,769.1999999999999,260,0.09535881435257411
RI,114,area_code_510,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0,67.52999999999999,659.6,324,0.10238023044269252
NH,119,area_code_408,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0,53.53,586.2,274,0.09131695667007847
MO,64,area_code_510,0,1,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0,35.480000000000004,382.5,298,0.09275816993464053
MA,118,area_code_408,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0,53.1,530.1,323,0.100169779286927
PA,101,area_code_415,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,69.42999999999999,696.0,325,0.09975574712643677
OK,117,area_code_415,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0,49.32,523.3000000000001,312,0.09424804127651441
AL,49,area_code_415,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,0,67.88,663.8,301,0.1022597167821633
WY,139,area_code_415,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0,65.35000000000001,643.4000000000001,307,0.10156978551445446
PA,92,area_code_408,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0,55.71,595.0999999999999,287,0.09361451856830787
WA,83,area_code_415,0,0,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0,65.5,585.5,314,0.11187019641332195
HI,148,area_code_510,1,0,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0,67.04,641.3000000000001,276,0.10453765788242632
SD,144,area_code_408,0,1,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1,54.160000000000004,533.9000000000001,273,0.1014422176437535
AL,131,area_code_415,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0,66.33999999999999,683.6999999999999,257,0.09703086148895713
VT,146,area_code_510,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0,66.23,656.7,348,0.10085274859144205
MT,143,area_code_415,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0,56.059999999999995,547.5,330,0.10239269406392693
MN,81,area_code_415,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0,63.17,613.0,280,0.10305057096247962
AK,48,area_code_415,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0,59.35,527.9000000000001,281,0.11242659594620191
MI,86,area_code_415,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0,75.42000000000002,759.3,282,0.0993283287238246
DE,71,area_code_415,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0,63.540000000000006,667.5,281,0.09519101123595507
SD,145,area_code_408,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0,55.559999999999995,590.9,305,0.09402606193941444
MI,137,area_code_510,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0,57.10000000000001,537.6999999999999,315,0.1061930444485773
KS,137,area_code_408,0,0,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0,69.76,719.6,264,0.09694274596998333
AL,167,area_code_510,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,61.83,609.3000000000001,254,0.10147710487444607
OK,89,area_code_510,0,0,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1,89.31,882.1999999999999,302,0.10123554749489913
CT,199,area_code_415,0,1,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0,73.48,757.3,316,0.0970289185263436
NE,132,area_code_510,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,36.14,363.4,317,0.09944964226747387
WI,94,area_code_510,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0,54.79,523.6999999999999,337,0.10462096620202407
CT,96,area_code_415,0,1,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1,52.07,519.1999999999999,305,0.100288906009245
WI,96,area_code_510,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0,55.03,575.4,273,0.09563781717066389
IN,166,area_code_510,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0,62.33,610.4000000000001,382,0.10211336828309303
DC,74,area_code_415,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0,44.76,485.9,242,0.09211771969541058
AR,36,area_code_415,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,56.49,594.1999999999999,275,0.09506900033658702
ME,113,area_code_415,0,0,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0,66.33000000000001,647.9,350,0.10237691001697795
MN,94,area_code_415,0,0,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0,62.58,675.6999999999999,306,0.09261506585762913
MD,67,area_code_415,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0,50.57,489.4,278,0.10333060890886801
FL,127,area_code_415,0,0,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,1,78.74000000000001,744.5000000000001,396,0.1057622565480188
RI,121,area_code_408,0,0,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,1,75.14999999999999,829.1,266,0.09064045350379929
IA,158,area_code_415,0,0,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0,65.03,700.7,314,0.09280719280719281
AZ,136,area_code_510,0,0,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0,49.61000000000001,570.0,295,0.08703508771929826
MO,196,area_code_415,0,0,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0,71.24,665.7,300,0.10701517199939911
VT,113,area_code_415,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1,81.0,762.9000000000001,345,0.1061738104600865
IN,122,area_code_408,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1,77.76,656.5,302,0.11844630616907846
RI,112,area_code_510,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0,60.559999999999995,579.5,292,0.10450388265746333
SD,209,area_code_415,0,0,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0,71.24000000000001,677.9999999999999,301,0.1050737463126844
MN,62,area_code_415,0,0,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1,76.5,747.6,308,0.10232744783306581
TX,110,area_code_415,0,1,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0,67.7,625.4000000000001,303,0.10825071953949471
VA,16,area_code_510,0,0,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0,62.199999999999996,606.1,229,0.10262332948358356
MA,73,area_code_408,0,0,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,0,51.71,589.1999999999999,339,0.08776306856754923
ID,128,area_code_408,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0,55.29,603.9,319,0.09155489319423746
MA,39,area_code_408,0,0,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,0,45.23,502.9,328,0.08993835752634718
GA,103,area_code_415,0,1,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,0,52.849999999999994,559.6,287,0.09444245889921371
RI,119,area_code_415,0,1,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0,50.55,529.8000000000001,262,0.09541336353340882
ID,173,area_code_510,0,1,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,0,71.16,722.3,324,0.09851862107157691
SD,128,area_code_510,1,1,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,1,63.559999999999995,576.6,260,0.11023239680887963
MA,86,area_code_510,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0,66.60000000000001,729.1,257,0.09134549444520643
WY,114,area_code_415,0,1,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,0,50.33,548.3,277,0.09179281415283605
VA,104,area_code_408,0,0,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,0,58.690000000000005,640.5,297,0.09163153786104607
OR,148,area_code_415,0,0,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,0,50.0,595.8,322,0.08392077878482714
VA,129,area_code_408,0,0,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,0,63.01,620.4,332,0.10156350741457125
ME,100,area_code_510,0,1,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0,37.43,437.70000000000005,332,0.0855151930546036
AL,121,area_code_408,0,1,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,0,41.42,486.69999999999993,211,0.08510376001643724
GA,143,area_code_408,0,1,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0,70.27999999999999,640.5,321,0.10972677595628413
IA,76,area_code_510,0,0,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0,64.02,616.3,315,0.10387798150251501
AZ,158,area_code_510,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0,62.81,539.9,294,0.11633635858492314
